# x_m,y_m,w_tr_right_m,w_tr_left_m,yaw
-196.842,127.52,2.1,10.155,0.03402090244307429
-195.843,127.554,2.142,10.203,-0.016998362617242035
-194.843,127.537,2.181,10.246,-0.06909744485729506
-193.846,127.468,2.223,10.275,-0.11927008240121714
-192.853,127.349,2.28,10.283,-0.16679287192115574
-191.867,127.183,2.342,10.275,-0.21367820939948154
-190.89,126.971,2.418,10.233,-0.25976546411168855
-189.923,126.714,2.524,10.154,-0.3015129634796241
-188.968,126.417,2.65,10.047,-0.34389883083615236
-188.027,126.08,2.802,9.914,-0.38310473800565814
-187.099,125.706,2.976,9.751,-0.41934164755003395
-186.186,125.299,3.166,9.552,-0.4555976934411239
-185.288,124.859,3.363,9.319,-0.4868992318112528
-184.404,124.391,3.565,9.087,-0.5191461142465336
-183.536,123.895,3.78,8.844,-0.5477912165559022
-182.682,123.374,3.994,8.59,-0.5744036639359871
-181.843,122.831,4.196,8.34,-0.5990947720178653
-181.017,122.267,4.387,8.105,-0.6221086518630665
-180.204,121.684,4.559,7.879,-0.6441015891054103
-179.405,121.084,4.721,7.664,-0.6634984427664279
-178.617,120.468,4.87,7.459,-0.6812982252878648
-177.84,119.838,5.01,7.269,-0.6983229491025711
-177.074,119.195,5.144,7.102,-0.7139396031713436
-176.318,118.54,5.269,6.963,-0.7273896626384202
-175.571,117.875,5.385,6.845,-0.7401033856456909
-174.833,117.201,5.492,6.742,-0.7507340641066418
-174.102,116.519,5.588,6.648,-0.761357534241405
-173.378,115.829,5.672,6.568,-0.7705582634547231
-172.66,115.132,5.745,6.5,-0.7790288227787948
-171.949,114.43,5.804,6.445,-0.7861048770607056
-171.242,113.722,5.855,6.398,-0.7931828610574153
-170.541,113.01,5.899,6.357,-0.7988249183283304
-169.843,112.293,5.938,6.327,-0.8037836445686292
-169.149,111.573,5.971,6.308,-0.8087484834045913
-168.459,110.85,6.002,6.294,-0.8122658125247696
-167.771,110.124,6.028,6.278,-0.8150924030043696
-167.085,109.396,6.05,6.261,-0.8186484662484894
-166.402,108.666,6.069,6.247,-0.8214759205115473
-165.721,107.934,6.086,6.235,-0.8235691471457692
-165.041,107.2,6.1,6.224,-0.8243027977963825
-164.362,106.466,6.11,6.216,-0.8257160060105341
-163.684,105.731,6.118,6.211,-0.8271290531136859
-163.007,104.995,6.127,6.203,-0.8271290531136954
-162.33,104.259,6.133,6.191,-0.8285419334914951
-161.654,103.522,6.137,6.18,-0.8285419334915256
-160.978,102.785,6.146,6.166,-0.8271290531136649
-160.301,102.049,6.156,6.149,-0.8285419334915256
-159.625,101.312,6.168,6.129,-0.8271290531136954
-158.948,100.576,6.181,6.101,-0.8264515715278405
-158.271,99.841,6.191,6.066,-0.8249814373345641
-157.592,99.106,6.196,6.038,-0.8243027977963729
-156.913,98.372,6.204,6.011,-0.8235691471457692
-156.233,97.638,6.215,5.972,-0.8214759205115265
-155.552,96.906,6.228,5.926,-0.8200622626882644
-154.87,96.175,6.238,5.888,-0.8172345368245642
-154.186,95.446,6.243,5.857,-0.816505523102445
-153.501,94.717,6.249,5.826,-0.8129920070172763
-152.814,93.991,6.259,5.792,-0.8108523534078275
-152.125,93.266,6.273,5.758,-0.8080251356003929
-151.434,92.543,6.285,5.727,-0.8066113881894806
-150.742,91.821,6.297,5.694,-0.8023696596508236
-150.047,91.102,6.31,5.659,-0.7988249183283304
-149.349,90.385,6.323,5.623,-0.7960134759038066
-148.65,89.671,6.335,5.591,-0.7924701812814602
-147.948,88.959,6.344,5.559,-0.7889317175953064
-147.243,88.249,6.349,5.528,-0.7853981633974483
-146.536,87.542,6.355,5.503,-0.7811549073935488
-145.826,86.838,6.36,5.478,-0.7776244684001253
-145.113,86.136,6.365,5.453,-0.7733676044230788
-144.398,85.438,6.368,5.435,-0.7691451777146481
-143.679,84.742,6.371,5.422,-0.7648773359308992
-142.958,84.05,6.377,5.411,-0.7599439733870692
-142.233,83.361,6.383,5.397,-0.7563900252259123
-141.506,82.675,6.392,5.39,-0.7514649419198881
-140.775,81.992,6.404,5.389,-0.7479068927054889
-140.042,81.312,6.416,5.395,-0.7422543933033912
-139.305,80.636,6.428,5.407,-0.73868995053591
-138.566,79.963,6.439,5.423,-0.7337809261518643
-137.823,79.293,6.449,5.438,-0.7295468968290016
-137.077,78.626,6.456,5.451,-0.7252299122424531
-136.329,77.963,6.453,5.466,-0.7209940910870639
-135.578,77.303,6.449,5.487,-0.7167605829538546
-134.824,76.646,6.441,5.507,-0.7117726217321649
-134.067,75.993,6.425,5.52,-0.7083011041356468
-133.307,75.342,6.403,5.531,-0.7039605073737633
-132.545,74.695,6.375,5.541,-0.7011410571850665
-131.781,74.05,6.343,5.55,-0.6969144120345305
-131.014,73.408,6.309,5.558,-0.6933296460616656
-130.245,72.769,6.277,5.56,-0.6891059752838792
-129.473,72.133,6.241,5.563,-0.6869259351365867
-128.7,71.499,6.204,5.573,-0.6833358235602673
-127.925,70.868,6.171,5.579,-0.680669109907191
-127.147,70.238,6.142,5.584,-0.6769287805830364
-126.368,69.612,6.115,5.595,-0.6748970702472697
-125.587,68.987,6.086,5.607,-0.6727103295818758
-124.805,68.364,6.053,5.621,-0.6699002554861434
-124.021,67.743,6.024,5.639,-0.6677109064984299
-123.236,67.124,6.0,5.66,-0.6656885907766813
-122.449,66.506,5.975,5.679,-0.664114681789205
-121.662,65.89,5.948,5.692,-0.6613063498254008
-120.873,65.276,5.921,5.704,-0.6606925377289995
-120.083,64.662,5.897,5.716,-0.6584999839451441
-119.292,64.05,5.877,5.726,-0.6584999839451328
-118.501,63.438,5.86,5.737,-0.6563055310207525
-117.709,62.828,5.843,5.742,-0.654902895143489
-116.916,62.219,5.826,5.745,-0.6549028951434976
-116.123,61.61,5.812,5.754,-0.6535007754799405
-115.329,61.002,5.802,5.766,-0.6520991772551149
-114.534,60.395,5.792,5.775,-0.6527063720900509
-113.74,59.788,5.786,5.78,-0.6520991772551064
-112.945,59.181,5.784,5.782,-0.6506981056818659
-112.149,58.575,5.785,5.784,-0.6506981056818629
-111.353,57.969,5.784,5.784,-0.6505080011266599
-110.558,57.364,5.78,5.784,-0.6492975659609254
-109.761,56.759,5.777,5.779,-0.6499023016177042
-108.965,56.154,5.778,5.773,-0.6499023016177014
-108.169,55.549,5.778,5.77,-0.6492975659609339
-107.372,54.944,5.775,5.772,-0.6491055337018706
-106.576,54.34,5.772,5.772,-0.6492975659609396
-105.779,53.735,5.773,5.767,-0.6491055337018792
-104.983,53.131,5.774,5.765,-0.6492975659609339
-104.186,52.526,5.77,5.768,-0.648501067127241
-103.389,51.922,5.766,5.77,-0.6485010671272439
-102.592,51.318,5.762,5.772,-0.6499023016177042
-101.796,50.713,5.759,5.777,-0.6483078011957212
-101.0,50.11,5.758,5.78,-0.648693792298755
-100.202,49.505,5.757,5.784,-0.6499023016177099
-99.406,48.9,5.759,5.787,-0.6485010671272353
-98.609,48.296,5.764,5.793,-0.6485010671272439
-97.812,47.692,5.77,5.796,-0.6492975659609339
-97.015,47.087,5.775,5.795,-0.6489129621518884
-96.22,46.484,5.784,5.798,-0.6485010671272439
-95.423,45.88,5.797,5.801,-0.6499023016177014
-94.627,45.275,5.804,5.809,-0.648693792298755
-93.829,44.67,5.805,5.817,-0.6492975659609396
-93.032,44.065,5.805,5.81,-0.6485010671272439
-92.235,43.461,5.809,5.799,-0.6485010671272439
-91.438,42.857,5.815,5.795,-0.6499023016176957
-90.642,42.252,5.817,5.793,-0.6485010671272439
-89.845,41.648,5.813,5.789,-0.6485010671272495
-89.048,41.044,5.809,5.78,-0.6499023016176957
-88.252,40.439,5.806,5.774,-0.6485010671272439
-87.455,39.835,5.805,5.771,-0.6485010671272439
-86.658,39.231,5.806,5.77,-0.6485010671272439
-85.861,38.627,5.807,5.774,-0.649297565960931
-85.064,38.022,5.806,5.778,-0.6485010671272439
-84.267,37.418,5.802,5.784,-0.6491055337018792
-83.471,36.814,5.798,5.795,-0.6485010671272439
-82.674,36.21,5.794,5.804,-0.6485010671272353
-81.877,35.606,5.791,5.808,-0.6485010671272439
-81.08,35.002,5.787,5.813,-0.6492975659609396
-80.283,34.397,5.784,5.815,-0.6485010671272439
-79.486,33.793,5.787,5.814,-0.6485010671272353
-78.689,33.189,5.793,5.812,-0.6485010671272439
-77.892,32.585,5.796,5.81,-0.6485010671272439
-77.095,31.981,5.802,5.81,-0.6485010671272466
-76.298,31.377,5.809,5.811,-0.6485010671272439
-75.501,30.773,5.81,5.81,-0.6485010671272353
-74.704,30.169,5.815,5.809,-0.6485010671272439
-73.907,29.565,5.823,5.808,-0.6485010671272466
-73.11,28.961,5.827,5.808,-0.6485010671272439
-72.313,28.357,5.828,5.811,-0.6485010671272439
-71.516,27.753,5.83,5.813,-0.6485010671272353
-70.719,27.149,5.828,5.815,-0.6485010671272439
-69.922,26.545,5.826,5.815,-0.6477036055659511
-69.125,25.942,5.825,5.816,-0.6485010671272439
-68.328,25.338,5.829,5.82,-0.6485010671272439
-67.531,24.734,5.835,5.825,-0.6485010671272381
-66.734,24.13,5.836,5.829,-0.6485010671272439
-65.937,23.526,5.838,5.834,-0.6485010671272439
-65.14,22.922,5.841,5.84,-0.6485010671272439
-64.343,22.318,5.845,5.845,-0.6485010671272424
-63.546,21.714,5.843,5.848,-0.6477036055659483
-62.749,21.111,5.842,5.852,-0.6478975632807318
-61.951,20.507,5.852,5.855,-0.6485010671272466
-61.154,19.903,5.857,5.855,-0.6485010671272395
-60.357,19.299,5.856,5.854,-0.6477036055659483
-59.56,18.696,5.857,5.856,-0.6485010671272424
-58.763,18.092,5.859,5.859,-0.6485010671272439
-57.966,17.488,5.857,5.86,-0.6478975632807318
-57.168,16.884,5.859,5.86,-0.6477036055659511
-56.371,16.281,5.866,5.856,-0.6485010671272395
-55.574,15.677,5.872,5.857,-0.6483078011957241
-54.778,15.074,5.873,5.863,-0.6485010671272439
-53.981,14.47,5.874,5.865,-0.6477036055659454
-53.184,13.867,5.876,5.866,-0.6485010671272453
-52.387,13.263,5.876,5.872,-0.6485010671272439
-51.59,12.659,5.877,5.877,-0.647100373394704
-50.792,12.056,5.883,5.881,-0.6485010671272395
-49.995,11.452,5.888,5.883,-0.6485010671272439
-49.198,10.848,5.882,5.879,-0.6485010671272453
-48.401,10.244,5.871,5.88,-0.6472950203027454
-47.602,9.64,5.865,5.886,-0.6485010671272453
-46.805,9.036,5.859,5.88,-0.6485010671272439
-46.008,8.432,5.853,5.868,-0.6478975632807326
-45.21,7.828,5.851,5.859,-0.6477036055659461
-44.413,7.225,5.849,5.857,-0.6485010671272439
-43.616,6.621,5.844,5.858,-0.6485010671272445
-42.819,6.017,5.839,5.858,-0.6477036055659461
-42.022,5.414,5.835,5.857,-0.6478975632807326
-41.224,4.81,5.836,5.852,-0.6477036055659496
-40.427,4.207,5.844,5.841,-0.6485010671272442
-39.63,3.603,5.85,5.836,-0.6478975632807326
-38.832,2.999,5.853,5.84,-0.6477036055659458
-38.035,2.396,5.856,5.843,-0.6485010671272444
-37.238,1.792,5.856,5.839,-0.6471003733947027
-36.44,1.189,5.857,5.832,-0.6485010671272445
-35.643,0.585,5.859,5.824,-0.6477036055659455
-34.846,-0.018,5.859,5.821,-0.6478975632807367
-34.048,-0.622,5.858,5.822,-0.6477036055659456
-33.251,-1.225,5.853,5.82,-0.6475091033637086
-32.455,-1.827,5.846,5.811,-0.6480909787766859
-31.656,-2.432,5.839,5.804,-0.6485010671272445
-30.859,-3.036,5.836,5.801,-0.6471003733947026
-30.061,-3.639,5.834,5.801,-0.6477036055659479
-29.264,-4.242,5.825,5.805,-0.6485010671272424
-28.467,-4.846,5.813,5.809,-0.6478975632807347
-27.669,-5.45,5.802,5.811,-0.6477036055659475
-26.872,-6.053,5.793,5.81,-0.6485010671272424
-26.075,-6.657,5.783,5.811,-0.6471003733947047
-25.277,-7.26,5.773,5.813,-0.6485010671272424
-24.48,-7.864,5.764,5.815,-0.6485010671272424
-23.683,-8.468,5.758,5.817,-0.6485010671272418
-22.886,-9.072,5.756,5.815,-0.6485010671272431
-22.089,-9.676,5.751,5.813,-0.6485010671272439
-21.292,-10.28,5.749,5.815,-0.6485010671272431
-20.495,-10.884,5.752,5.815,-0.6485010671272418
-19.698,-11.488,5.759,5.81,-0.6485010671272431
-18.901,-12.092,5.765,5.807,-0.649105533701875
-18.105,-12.696,5.766,5.805,-0.6492975659609346
-17.308,-13.301,5.768,5.803,-0.6485010671272418
-16.511,-13.905,5.771,5.803,-0.6499023016177028
-15.715,-14.51,5.777,5.802,-0.6485010671272431
-14.918,-15.114,5.784,5.799,-0.6492975659609342
-14.121,-15.719,5.79,5.797,-0.6491055337018753
-13.325,-16.323,5.788,5.795,-0.6492975659609357
-12.528,-16.928,5.783,5.791,-0.6499023016177017
-11.732,-17.533,5.782,5.788,-0.6499023016177028
-10.936,-18.138,5.79,5.786,-0.6485010671272418
-10.139,-18.742,5.794,5.783,-0.6499023016177028
-9.343,-19.347,5.798,5.78,-0.6499023016177028
-8.547,-19.952,5.804,5.777,-0.6497109648673511
-7.752,-20.556,5.807,5.777,-0.6494890611771961
-6.954,-21.162,5.806,5.779,-0.6485010671272422
-6.157,-21.766,5.808,5.782,-0.6499023016177022
-5.361,-22.371,5.813,5.785,-0.6499023016177028
-4.565,-22.976,5.816,5.787,-0.6492975659609346
-3.768,-23.581,5.812,5.789,-0.6499023016177025
-2.972,-24.186,5.808,5.792,-0.648501067127242
-2.175,-24.79,5.806,5.798,-0.6499023016177025
-1.379,-25.395,5.811,5.804,-0.6492975659609349
-0.582,-26.0,5.817,5.81,-0.6491055337018746
0.214,-26.604,5.819,5.814,-0.649297565960935
1.011,-27.209,5.818,5.819,-0.6491055337018745
1.807,-27.813,5.818,5.824,-0.6492975659609349
2.604,-28.418,5.817,5.829,-0.6485010671272422
3.401,-29.022,5.809,5.83,-0.6491055337018772
4.197,-29.626,5.806,5.828,-0.6492975659609351
4.994,-30.231,5.805,5.829,-0.6485010671272418
5.791,-30.835,5.801,5.832,-0.6485010671272422
6.588,-31.439,5.796,5.837,-0.6485010671272422
7.385,-32.043,5.866,5.841,-0.6485010671272418
8.182,-32.647,5.855,5.776,-0.6485010671272428
8.979,-33.251,5.85,5.782,-0.6485010671272418
9.776,-33.855,5.855,5.784,-0.647703605565949
10.573,-34.458,5.874,5.79,-0.6485010671272428
11.37,-35.062,5.868,5.79,-0.6478975632807329
12.168,-35.666,5.857,5.789,-0.647703605565949
12.965,-36.269,5.847,5.788,-0.6485010671272418
13.762,-36.873,5.836,5.791,-0.647100373394705
14.56,-37.476,5.835,5.797,-0.6485010671272428
15.357,-38.08,5.821,5.8,-0.647100373394704
16.155,-38.683,5.811,5.799,-0.647703605565949
16.952,-39.286,5.809,5.796,-0.6471003733947062
17.75,-39.889,5.811,5.793,-0.6471003733947005
18.548,-40.492,5.808,5.794,-0.647703605565949
19.345,-41.095,5.806,5.795,-0.647100373394704
20.143,-41.698,5.797,5.798,-0.6471003733947062
20.941,-42.301,5.785,5.798,-0.647100373394704
21.739,-42.904,5.783,5.798,-0.6477036055659433
22.536,-43.507,5.778,5.797,-0.6471003733947062
23.334,-44.11,5.767,5.801,-0.647100373394704
24.132,-44.713,5.761,5.807,-0.6471003733947062
24.93,-45.316,5.77,5.807,-0.6471003733946983
25.728,-45.919,5.783,5.804,-0.6463022219153811
26.526,-46.521,5.796,5.805,-0.647100373394704
27.324,-47.124,5.802,5.805,-0.6477036055659454
28.121,-47.727,5.809,5.803,-0.647100373394704
28.919,-48.33,5.819,5.801,-0.6471003733947062
29.717,-48.933,5.82,5.803,-0.647100373394704
30.515,-49.536,5.822,5.807,-0.6463022219153755
31.313,-50.138,5.818,5.81,-0.6471003733947062
32.111,-50.741,5.811,5.811,-0.647100373394704
32.909,-51.344,5.817,5.809,-0.6477036055659469
33.706,-51.947,5.821,5.808,-0.6471003733947026
34.504,-52.55,5.824,5.81,-0.647100373394704
35.302,-53.153,5.825,5.815,-0.647100373394704
36.1,-53.756,5.827,5.82,-0.6477036055659511
36.897,-54.359,5.83,5.828,-0.647100373394704
37.695,-54.962,5.835,5.835,-0.6471003733946983
38.493,-55.565,5.834,5.84,-0.6477036055659511
39.29,-56.168,5.833,5.845,-0.647100373394704
40.088,-56.771,5.834,5.851,-0.647100373394704
40.886,-57.374,5.831,5.858,-0.6485010671272439
41.683,-57.978,5.825,5.861,-0.647100373394704
42.481,-58.581,5.82,5.858,-0.6471003733946983
43.279,-59.184,5.817,5.854,-0.6477036055659511
44.076,-59.787,5.818,5.849,-0.6478975632807318
44.874,-60.391,5.818,5.844,-0.6477036055659511
45.671,-60.994,5.816,5.841,-0.647100373394704
46.469,-61.597,5.815,5.834,-0.6477036055659511
47.266,-62.2,5.819,5.832,-0.6478975632807318
48.064,-62.804,5.825,5.833,-0.6477036055659454
48.861,-63.407,5.826,5.827,-0.6471003733947097
49.659,-64.01,5.828,5.819,-0.6485010671272395
50.456,-64.614,5.83,5.814,-0.6471003733947026
51.254,-65.217,5.833,5.813,-0.6477036055659412
52.051,-65.82,5.837,5.814,-0.6478975632807474
52.849,-66.424,5.841,5.813,-0.6477036055659412
53.646,-67.027,5.842,5.812,-0.6471003733946983
54.444,-67.63,5.839,5.808,-0.6471003733947139
55.242,-68.233,5.837,5.807,-0.6477036055659412
56.039,-68.836,5.838,5.805,-0.6478975632807318
56.837,-69.44,5.836,5.804,-0.6477036055659567
57.634,-70.043,5.832,5.801,-0.6471003733946983
58.432,-70.646,5.826,5.8,-0.6471003733947026
59.23,-71.249,5.819,5.8,-0.6477036055659525
60.027,-71.852,5.814,5.801,-0.6471003733946983
60.825,-72.455,5.805,5.802,-0.6471003733947139
61.623,-73.058,5.797,5.802,-0.6471003733946983
62.421,-73.661,5.791,5.802,-0.6477036055659412
63.218,-74.264,5.789,5.804,-0.6471003733947097
64.016,-74.867,5.79,5.802,-0.6471003733947069
64.814,-75.47,5.788,5.8,-0.6471003733946983
65.612,-76.073,5.785,5.801,-0.6471003733947097
66.41,-76.676,5.787,5.8,-0.6469051805466514
67.207,-77.278,5.796,5.796,-0.6471003733946983
68.005,-77.881,5.807,5.797,-0.6471003733946983
68.803,-78.484,5.814,5.801,-0.6471003733947097
69.601,-79.087,5.817,5.804,-0.6471003733946983
70.399,-79.69,5.819,5.81,-0.6471003733947097
71.197,-80.293,5.819,5.815,-0.6477036055659454
71.994,-80.896,5.82,5.82,-0.6471003733946983
72.792,-81.499,5.818,5.827,-0.6471003733947097
73.59,-82.102,5.812,5.832,-0.6471003733946983
74.388,-82.705,5.804,5.833,-0.6471003733947097
75.186,-83.308,5.801,5.831,-0.6477036055659454
75.983,-83.911,5.804,5.829,-0.6471003733946983
76.781,-84.514,5.804,5.825,-0.6471003733947183
77.579,-85.117,5.803,5.82,-0.6471003733946983
78.377,-85.72,5.801,5.812,-0.6477036055659369
79.174,-86.323,5.799,5.804,-0.6471003733947183
79.972,-86.926,5.798,5.801,-0.6471003733946983
80.77,-87.529,5.797,5.8,-0.6477036055659567
81.567,-88.132,5.799,5.796,-0.6471003733946983
82.365,-88.735,5.802,5.793,-0.6471003733946983
83.163,-89.338,5.802,5.79,-0.6477036055659567
83.96,-89.941,5.805,5.787,-0.6471003733946983
84.758,-90.544,5.808,5.788,-0.6485010671272353
85.555,-91.148,5.81,5.792,-0.6471003733947183
86.353,-91.751,5.811,5.794,-0.6471003733946983
87.151,-92.354,5.808,5.798,-0.6477036055659454
87.948,-92.957,5.802,5.802,-0.6478975632807431
88.746,-93.561,5.799,5.805,-0.6477036055659369
89.543,-94.164,5.794,5.808,-0.6471003733947069
90.341,-94.767,5.785,5.81,-0.6485010671272353
91.138,-95.371,5.782,5.812,-0.6471003733947097
91.936,-95.974,5.782,5.818,-0.6477036055659454
92.733,-96.577,5.78,5.823,-0.6485010671272439
93.53,-97.181,5.779,5.822,-0.6471003733947097
94.328,-97.784,5.781,5.819,-0.6485010671272439
95.125,-98.388,5.787,5.819,-0.6471003733946983
95.923,-98.991,5.793,5.815,-0.6485010671272439
96.72,-99.595,5.799,5.812,-0.6477036055659454
97.517,-100.198,5.804,5.809,-0.6471003733947097
98.315,-100.801,5.807,5.806,-0.6485010671272439
99.112,-101.405,5.812,5.804,-0.6471003733946983
99.91,-102.008,5.815,5.797,-0.6485010671272439
100.707,-102.612,5.82,5.792,-0.6471003733947097
101.505,-103.215,5.82,5.792,-0.6477036055659369
102.302,-103.818,5.816,5.793,-0.6478975632807403
103.1,-104.422,5.815,5.792,-0.6477036055659482
103.897,-105.025,5.818,5.789,-0.6471003733947069
104.695,-105.628,5.821,5.786,-0.6485010671272353
105.492,-106.232,5.822,5.787,-0.6471003733946983
106.29,-106.835,5.824,5.791,-0.6471003733947183
107.088,-107.438,5.823,5.796,-0.6477036055659369
107.885,-108.041,5.821,5.798,-0.6471003733947097
108.683,-108.644,5.821,5.798,-0.6471003733947069
109.481,-109.247,5.821,5.795,-0.6471003733946983
110.279,-109.85,5.816,5.791,-0.6469051805466514
111.076,-110.452,5.811,5.788,-0.6471003733947097
111.874,-111.055,5.804,5.787,-0.6471003733946983
112.672,-111.658,5.797,5.782,-0.6471003733946983
113.47,-112.261,5.793,5.775,-0.646302221915379
114.268,-112.863,5.789,5.772,-0.6471003733946983
115.066,-113.466,5.783,5.772,-0.6457002256000841
115.865,-114.068,5.778,5.769,-0.6471003733947097
116.663,-114.671,5.775,5.765,-0.6463022219153677
117.461,-115.273,5.774,5.765,-0.6471003733947097
118.259,-115.876,5.772,5.772,-0.6463022219153677
119.057,-116.478,5.766,5.776,-0.646302221915379
119.855,-117.08,5.761,5.777,-0.6464981028172933
120.654,-117.683,5.758,5.775,-0.6463022219153677
121.452,-118.285,5.759,5.774,-0.646302221915379
122.25,-118.887,5.758,5.773,-0.6464981028172734
123.049,-119.49,5.754,5.772,-0.6463022219153876
123.847,-120.092,5.755,5.77,-0.646302221915379
124.645,-120.694,5.758,5.769,-0.646302221915379
125.443,-121.296,5.76,5.766,-0.6457002256000641
126.242,-121.898,5.762,5.761,-0.6471003733947097
127.04,-122.501,5.764,5.756,-0.6457002256000727
127.839,-123.103,5.766,5.753,-0.646302221915379
128.637,-123.705,5.763,5.749,-0.646302221915379
129.435,-124.307,5.761,5.745,-0.6457002256000756
130.234,-124.909,5.764,5.744,-0.6471003733946983
131.032,-125.512,5.766,5.743,-0.646302221915379
131.83,-126.114,5.762,5.743,-0.6457002256000812
132.629,-126.716,5.754,5.743,-0.646302221915379
133.427,-127.318,5.748,5.744,-0.646302221915379
134.225,-127.92,5.749,5.749,-0.6464981028172734
135.024,-128.523,5.752,5.753,-0.646302221915379
135.822,-129.125,5.753,5.755,-0.646302221915379
136.62,-129.727,5.751,5.754,-0.6457002256000756
137.419,-130.329,5.749,5.751,-0.647100373394687
138.217,-130.932,5.748,5.751,-0.6463022219153961
139.015,-131.534,5.744,5.754,-0.646302221915379
139.813,-132.136,5.737,5.756,-0.6457002256000756
140.612,-132.738,5.732,5.757,-0.6467584262633054
140.71,-132.812,5.732,5.757,
